,bill_id,status,state,state_id,bill_number,bill_type,bill_type_id,body,body_id,current_body,current_body_id,title,description
7083,1735965,1,MA,21,S1599,B,1,S,52,S,52,Relative to the creation of the Massachusetts Public Safety Building Authority,For legislation to the create the Massachusetts Public Safety Building Authority. Public Safety and Homeland Security.
7084,1738632,1,MA,21,H234,B,1,H,51,H,51,Encouraging the growth of small businesses,Relative to bona fide business entities and encouraging the growth of small businesses. Community Development and Small Businesses.
7085,1742140,1,MA,21,H2734,B,1,H,51,H,51,Restoring the harbors and inland waters maintenance fund,Relative to restoring the harbors and inland waters maintenance fund. Revenue.
7086,1733530,1,MA,21,S593,B,1,S,52,S,52,Relative to mental health providers,For legislation relative to mental health providers. Financial Services.
7087,1724489,1,MA,21,H1,B,1,H,51,H,51,"Making appropriations for the Fiscal Year 2024 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements","Making appropriations for the Fiscal Year 2024 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements"
7088,1735727,1,MA,21,S2059,B,1,S,52,S,52,Establishing Election Day as a holiday and providing paid voting leave,For legislation to establish Election Day as a holiday and providing paid voting leave. State Administration and Regulatory Oversight.
7089,1814018,1,MA,21,S2551,B,1,S,52,S,52,Relative to archaic laws,"Relative to archaic laws (Senate, No. 2457),- reports, recommending that the same ought to pass with an amendment substituting a new draft with the same title (Senate, No. 2551)."
7090,1738147,2,MA,21,H1269,B,1,H,51,H,51,"Relative to the Honorable George V. Kenneally, Jr","By Representative Hunt of Boston, a petition of Daniel J. Hunt that the University of Massachusetts be authorized to designate the student center at the Boston campus as the George V. Kenneally, Jr., student center. Higher Education."
7091,1740361,1,MA,21,H3542,B,1,H,51,H,51,Relative to reviving the special legislative commission established to study and examine the civil service law,"For legislation to revive and continue the special legislative commission established (under Section 107 of Chapter 253 of the Acts of 2020) to study and examine the civil service law. Rules of the two branches, acting concurrently."
7092,1774328,1,MA,21,S2420,B,1,S,52,S,52,Authorizing the town of Wellfleet to acquire year-round housing occupancy restrictions,For legislation to authorize the town of Wellfleet to acquire year-round housing occupancy restrictions. Housing. [Local approval received]
7093,1737318,1,MA,21,S1217,B,1,S,52,S,52,Uplifting families and securing the right to strike for certain public employees,For legislation relative to uplift families and secure the right to strike for certain public employees. Labor and Workforce Development.
7094,1739688,1,MA,21,H1578,B,1,H,51,H,51,Relative to prejudgment interest rates,Relative to prejudgment interest rates. The Judiciary.
7095,1740300,1,MA,21,H1558,B,1,H,51,H,51,Relative to the International Holocaust Remembrance Alliance definition of antisemitism,Relative to the International Holocaust Remembrance Alliance definition of antisemitism. The Judiciary.
7096,1736845,1,MA,21,S981,B,1,S,52,S,52,Relative to guilty but with a mental illness,For legislation relative to guilty but with a mental illness. The Judiciary.
7097,1736566,1,MA,21,S2155,B,1,S,52,S,52,Analyzing the benefits of burying utility wires,"For legislation to analyze the benefits of burying utility wires. Telecommunications, Utilities and Energy."
7098,1739734,1,MA,21,H1712,B,1,H,51,H,51,To improve grandparent visitation rights,For legislation to improve visitation rights for grandparents. The Judiciary.
7099,1742624,1,MA,21,H1907,B,1,H,51,H,51,Relative to workers' compensation,Relative to the forfeiture of workers' compensation. Labor and Workforce Development.
7100,1750998,1,MA,21,H3567,B,1,H,51,H,51,To provide a sustainable future for rural schools,Relative to rural schools. Education.
7101,1741237,1,MA,21,H3163,B,1,H,51,H,51,Relative to emergency back up power at gasoline stations,"For legislation to provide access to fuel for private and emergency vehicles during emergencies. Telecommunications, Utilities and Energy."
7102,1738253,1,MA,21,H837,B,1,H,51,H,51,To open the Massachusetts lobster fishery,For legislation to authorize commercial lobster fisherman to fish according to their permit for 12 months a year in state waters. Environment and Natural Resources.
7103,1844334,1,MA,21,S2642,B,1,S,52,S,52,"Order relative to authorizing the joint committee on Mental Health, Substance Use and Recovery to make an investigation and study of certain current Senate documents relative to mental health, substance use and recovery matters.","For legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislation to address mental health and substance use needs, report the accompanying Order (Senate, No. 2642)."
7104,1869094,4,MA,21,H4525,B,1,H,51,S,52,Repealing certain fiscal stability procedures in the towns of Chesterfield and Goshen,"Substituted, on motion of Mr. Walsh of Peabody, for a bill with the same title (House, No. 4019). April 1, 2024."
7105,1738243,1,MA,21,H1232,B,1,H,51,H,51,Relative to family members serving as caregivers,Relative to family members serving as caregivers. Health Care Financing.
7106,1772736,1,MA,21,H3940,B,1,H,51,H,51,Providing a buffer for manufactured home communities,Relative to zoning ordinances in MBTA communities. Municipalities and Regional Government.
7107,1864381,1,MA,21,S2637,B,1,S,52,S,52,"Relating to patient cost, benefit and coverage information, choice, and price transparency","For legislation relative to patient cost, benefit and coverage information, choice, and price transparency, report the accompanying bill (Senate, No. 2637)."
7108,1792074,4,MA,21,S2525,B,1,S,52,S,52,"Establishing a sick leave bank for Seila Chhav, an employee of the Trial Court.","For legislation to establish a sick leave bank for Seila Chhav, an employee of the Trial Court. The Judiciary."
7109,1737607,1,MA,21,H413,B,1,H,51,H,51,Establishing a commission to study the financial relationship between Massachusetts entities and companies owned by the Chinese government,Relative to establishing a commission (including members of the General Court) to study the financial relationship between Massachusetts entities and companies owned by the Chinese government. Economic Development and Emerging Technologies.
7110,1736836,1,MA,21,S34,B,1,S,52,S,52,To modernize funding for community media programming,"For legislation to establish a comprehensive statewide policy concerning streaming entertainment services and the recovery of municipal costs for the management and maintenance of digital infrastructure. Advanced Information Technology, the Internet and Cybersecurity."
7111,1885873,2,MA,21,H5002,B,1,H,51,H,51,Establishing the recall of elected officials in the town of Williamstown,Relative to establishing the recall of elected officials in the town of Williamstown. Election Laws. [Local Approval Received.]
7112,1739634,1,MA,21,H3494,B,1,H,51,H,51,Honoring as veterans certain persons who served in the National Guard and Reserves,For legislation to recognize reserve veterans as veterans in the Commonwealth. Veterans and Federal Affairs.
7113,1770783,4,MA,21,H3903,B,1,H,51,H,51,Amending the charter of the town of Northborough,That the town of Northborough be authorized to amend the charter of said town. Municipalities and Regional Government. [Local Approval Received.]
7114,1896915,2,MA,21,S2993,B,1,S,52,S,52,Changing the name of the Mohawk Trail Woodlands Partnership to the Woodlands Partnership of Northwest Massachusetts,Changing the name of the Mohawk Trail Woodlands Partnership to the Woodlands Partnership of Northwest Massachusetts
7115,1737581,1,MA,21,H941,B,1,H,51,H,51,Relative to utilization review,Relative to healthcare carrier utilization review. Financial Services.
7116,1736038,1,MA,21,S451,B,1,S,52,S,52,"To establish a grant and loan program for low-noise, low-emissions landscape maintenance equipment","For legislation to establish a grant and loan program for low-noise, low-emissions landscape maintenance equipment. Environment and Natural Resources."
7117,1739340,1,MA,21,H75,B,1,H,51,H,51,Creating the Massachusetts digital equity broadband adoption program,"For legislation to provide financial assistance to certain residents to expand the availability of broadband internet connectivity. Advanced Information Technology, the Internet and Cybersecurity."
7118,1841471,1,MA,21,H4342,B,1,H,51,H,51,Similar Bills,Similar Bills
7119,1737002,1,MA,21,S2182,B,1,S,52,S,52,Relative to offshore wind procurement,"For legislation relative to offshore wind procurement. Telecommunications, Utilities and Energy."
7120,1794597,2,MA,21,S2538,B,1,S,52,S,52,Relative to the designation of Jury Clerk in the Haverhill District Court,For legislation relative to the designation of Jury Clerk in the Haverhill District Court. The Judiciary.
7121,1734020,1,MA,21,S1684,B,1,S,52,S,52,Relative to retirement buy back into the Massachusetts State Retirement system for Sherrie Stevens,For legislation relative to retirement buy back into the Massachusetts State Retirement system for Sherrie Stevens. Public Service.
7122,1783896,4,MA,21,S2501,B,1,S,52,S,52,Relative to the date set by the charter of the town of Walpole for the annual town election,For legislation relative to the date set by the charter of the town of Walpole for the annual town election. Municipalities and Regional Government. [Local Approval Received.]
7123,1742028,1,MA,21,H3193,B,1,H,51,H,51,Relative to aggregated gas power,"Relative to aggregated gas power. Telecommunications, Utilities and Energy."
7124,1885231,4,MA,21,S2915,B,1,S,52,H,51,Authorizing the town of Nantucket to convey certain parcels of land held for conservation or recreation purposes,Authorizing the town of Nantucket to convey certain parcels of land held for conservation or recreation purposes
7125,1735597,1,MA,21,S127,B,1,S,52,S,52,Relative to establishing an emergency food assistance committee,"For legislation to establish an emergency food assistance committee. Children, Families and Persons with Disabilities."
